PARAMS	44																	
EPOCHS	18																	
Stimulus.stimtype	2	2	2	10005	10005	10005	10005	10005	10005	10005	10005	10005	10005	10005	10005	10005	10005	10005
Stimulus.ordertype	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.duration	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
Stimulus.twoEyes	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.lumL	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.lumR	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.updateL	0	0	0	1	1	1	3	3	3	5	5	5	7	7	7	9	9	9
Stimulus.updateR	0	0	0	1	1	1	3	3	3	5	5	5	7	7	7	9	9	9
Stimulus.delayL	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.delayR	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.flickerL	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
Stimulus.flickerR	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
Stimulus.motionL	0	0	0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
Stimulus.motionR	0	0	0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
Stimulus.phiL	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.phiR	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.dirXL	0	0	0	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1
Stimulus.dirXR	0	0	0	0	-1	1	0	-1	1	0	-1	1	0	-1	1	0	-1	1
Stimulus.dirYL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.dirYR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.numDegX	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
Stimulus.numDegY	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
Stimulus.eyeDist	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.timeRand	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.framesPerUp	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
Stimulus.contrastL	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.contrastR	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velocityL	480	480	-480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velocityR	480	480	-480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.lambdaL	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.lambdaR	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.eyeDist	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.numDeg	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velSTDL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velSTDR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnUpRateL	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnUpRateR	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velUpRateL	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velUpRateR	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stimUpRateL	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stimUpRateR	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stripType	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
