PARAMS	32																				
EPOCHS	21																				
Stimulus.stimtype	2	2	2	2	2	2	2	2	2	2	2	2	2	22	22	22	22	22	22	22	22
Stimulus.ordertype	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.duration	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
Stimulus.lumL	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.lumR	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.contrastL	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.contrastR	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.velocityL	0	480	-480	0	0	30	-30	120	-120	480	-480	960	-960	0	0	0	0	0	0	0	0
Stimulus.velocityR	0	480	-480	0	0	-30	30	-120	120	-480	480	-960	960	0	0	0	0	0	0	0	0
Stimulus.contFreqL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	16	16	32	32
Stimulus.contFreqR	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	16	16	32	32
Stimulus.lambdaL	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	0	0
Stimulus.lambdaXL	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	30	30	30	30	30	30
Stimulus.lambdaXR	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	30	30	30	30	30	30
Stimulus.lambdaR	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	0	0
Stimulus.lambdaYL	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
Stimulus.lambdaYR	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
Stimulus.twoEyes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.eyeDist	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
Stimulus.wnCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.numDeg	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Stimulus.velSTDL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velSTDR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnUpRateL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.wnUpRateR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.velUpRateL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.velUpRateR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.stimUpRateL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.stimUpRateR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.framesPerUp	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Stimulus.calcType	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
