PARAMS	32																	
EPOCHS	18																	
Stimulus.stimtype	2	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22
Stimulus.ordertype	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Stimulus.duration	300	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240
Stimulus.lumL	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.lumR	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.contrastL	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.contrastR	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.velocityL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velocityR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.contFreqL	0	0.25	0.375	0.5	0.75	1	1.5	2	3	4	6	8	12	16	24	32	48	64
Stimulus.contFreqR	0	0.25	0.375	0.5	0.75	1	1.5	2	3	4	6	8	12	16	24	32	48	64
Stimulus.lambdaL	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.lambdaXL	0	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
Stimulus.lambdaXR	0	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
Stimulus.lambdaR	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.lambdaYL	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Stimulus.lambdaYR	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Stimulus.twoEyes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.eyeDist	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
Stimulus.wnCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.numDeg	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.velSTDL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velSTDR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnUpRateL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.wnUpRateR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.velUpRateL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.velUpRateR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.stimUpRateL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.stimUpRateR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.framesPerUp	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
Stimulus.calcType	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
