PARAMS	12																		
EPOCHS	15																		
Stimulus.stimtype	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030	10030
Stimulus.ordertype	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.duration	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240
Stimulus.lum	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.contrast	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
Stimulus.twoEyes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.eyeDist	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stripType	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.temporalFrequency	4	0.5	-0.5	2	-2	8	-8	0.5	-0.5	2	-2	8	-8	0.5	-0.5	2	-2	8	-8
Stimulus.lambda	22.5	22.5	22.5	22.5	22.5	22.5	22.5	45	45	45	45	45	45	90	90	90	90	90	90
Stimulus.numDeg	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.framesPerUp	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
